metric,mean,std,min,max
cls_accuracy,0.9932065217391305,0.0014883765149597175,0.9911684782608695,0.9952445652173914
cls_precision,0.9997229916897507,0.0005540166204986097,0.9986149584487535,1.0
cls_recall,0.9865384615384617,0.0032967032967033145,0.9821428571428571,0.9903846153846154
cls_f1,0.993083583648495,0.0015267536144727427,0.990990990990991,0.9951690821256038
cls_auc,0.9998907006971525,4.273471658743703e-05,0.999822757887274,0.9999353804797354
reg_mae,1.143648386001587,0.10075608184396852,1.0244090557098389,1.2610116004943848
reg_rmse,1.4718058109283447,0.1063992572764909,1.3324345350265503,1.5968610048294067
